category ID,category name,tone,text
0,Sports,Serious / Formal,"The tactical execution observed during yesterday's championship match demonstrated unprecedented athletic endurance. This showed that, like our Olympic athletes, soccer players need the extra push."
0,Sports,Serious / Formal,"A comprehensive analysis of professional athletes indicates that rigorous physical training optimization correlates with longevity. The present study compared two methods of physical training to test this finding: one, a long-form aerobic training program that included resistance or plyometric activities to build overall muscle mass and improve fitness, versus traditional endurance training.

The present cross-sectional experimental study compared body fat percentage and blood biomarkers of insulin sensitivity, oxidative stress and inflammation between 16 highly-trained Division I female elite high-school athletes and 13 untrained controls over a 1-y course in which they both performed high-level endurance aerobic exercise. Training intensity was adjusted each session for age, weekly miles run and maximal treadmill running time from the start and finish of weekly physical activity in a noncirculating form at steady state and repeated during exercise. Physical training programs (n = 20) were adjusted and improved endurance or maximal aerobic power and included aerobic squat variations to decrease low back strain, strength training with low volume and low to moderate muscle-fiber work volume, interval training at submaximal intensities that included both a time under tension/set period and recovery between repetitions period (5min, 40%-70% at 90 - 95%, 15sec rest, and 8min submaximal/low-dose intensity (L-DNF/low-ex"
0,Sports,Serious / Formal,"The psychological impact of home-stadium cheering significantly alters the performance metrics of competing teams. In one study of American football fan behaviors in the second half of play [3], home-stating fans were significantly less likely to cheer until injuries occurred and higher in their team's probability of winning compared to people living in venues away from fans of their sport and in situations where fans often did nothing—at no point were home team's probability of loss above 50% and home-state advantage at 70% when cheerleading was taking place on the sidelines during a break. One-half of both cheerleading teams and all sports fan groups cheered the last 30 minutes of play after they knew there would at least be 30 minutes of additional action from game break to regulation—no significant changes were seen among those not participating in the studies that focused only upon fans living in an away venue or in cases lacking home team rivalry in the arena they attended game. Similarly, it is known for fans in sports that they often experience elevated levels of arousal in anticipation and then during event-related cognitive function [8–10]. In a review of sports entertainment in terms of performance psychology, one of its central ideas emphasized that these differences cannot be attributed solely to a unique physiological experience that could impact attention, thinking, and emotion more broadly than other physiological factors.

"
0,Sports,Serious / Formal,"Sports analysts argue that the upcoming tournament will test the physical limitations of the reigning champions. So who will come away with that ultimate crown?

The winner of the tournament will be determined in best (and most compelling) series throughout August by six experts with unique knowledge of NBA front offices, international basketball teams, basketball analytics and analytics. Those experts will cast their picks on Sunday, September 30th at The Sports Authority Field @ Mile High, the home for the Denver Nuggets and Colorado Avalanche. Tune in and join the conversation right here, on the Nuggets web and Nuggets channel and on Facebook. Be sure to listen to 'Sportsnation With Chris Dempsey, Bill Nye, and Joe Giglio'. You won't regret it!"
0,Sports,Serious / Formal,"Statistical records from the latest international track and field events reveal a trend of breaking historic records.

But with the first global championship of sport scheduled for Tokyo, is there ever going to be a time that an athlete comes out on top, wins on race day or makes a record without an asterisk? One question to tackle before they even begin — is the modern marathoner doing too much now?

If you ask modern record promoters what constitutes a new age race it would have to be: the one that begins at 3pm on a Monday; the one that's not done on a Sunday before 11 am the following afternoon; the one that involves a world indoor track or long distance race for the first time; and the one that lasts 10k instead of a 26.2 miles long circuit race. Not many of us want to be living in that kind of world any more but one athlete in Tokyo isn t complaining and he ain't running. Here is what happened on stage 14 at the 2015 European Championships."
0,Sports,Serious / Formal,"The devotion of dedicated fans often serves as a quantifiable variable in franchise revenue and team morale. On occasion, the franchise has had an outcast franchise and has had a player of note from within that roster in every generation since the dawn of NBA ownership. What were some outliers or superstars to a certain franchise as a star? Where do we sit now in modern NBA memory when we remember an NBA superstar at a moment to be seen on the court not as a star of some kind, but a cult or phenomenon? I find it interesting to speculate the impact of this player or set of talent, from past or present time, if the team or franchise still exists at the present; how many of us recognize the presence of a former or current member of it? With today's new ""millennial"" youth population, what was like in the late 90s and early 2000s to meet some friends and get along with at the local game while being surrounded by kids like yourself playing as their favorite former superstar? This list provides more interesting thoughts on the past of this beloved basketball family to be on the court at various NBA games. Who were the last ""hired guns"" of the game? Who were the superstars of those games that were once remembered with reverence and respect?

Advertisements"
0,Sports,Serious / Formal,"A formal evaluation of defensive strategies in professional football highlights the evolution of modern coaching. There is an abundance of published data, from all coaches and for all coaches across the world. It highlights clearly that a football philosophy is developed that ultimately makes teams who can defeat opponents – even ""win by the smallest chance"" – and this principle can be transferred to a defensive game style. It provides, at the end of the day, not only new information – new data from which there was no indication before – to provide the theory that all that is required for this game model is a set standard in order to apply on an interprofessional, team level on various positions. This provides for an important change to professional football: an idea from tactical and technical analysis, an intuition from the experience, and, most often, a willingness to give everything in order to succeed. The same goes to modern coaching: that is the only way to succeed at these days and in these days that all the stars are the best players that are used more by managers in training."
0,Sports,Serious / Formal,"Elite athletes must maintain strict physical regimens to sustain peak competitive advantages throughout the grueling season. Sports scientists from across the world at Boston University's Department of Athletics (DA), where elite endurance athletes train as students of Sport Performance (SP), and the Sport Training Laboratory, developed the Power Profile - ""the best workout model yet developed"" designed to produce ""performance without exceeding the physical capacity to perform"", with a maximum 1-minute sprint time of 3:10:35 for 5 km.

Power profiling allows us to determine specific physiological parameters that, in aggregate, account for ""peak performances"", to ensure that a full 1-minute power curve is formed, resulting in 3:10, with the athlete being within a small enough margin to achieve his or her competitive performance potential, thereby, maximizing the ability for endurance athletes.

This new and revolutionary power tool helps determine that 1-minute power curve, without relying on power output tests and a few minutes of ""power-building workouts,"" so athletes of virtually any age/athletic level will not have access to ""training variables"" that can affect long term fitness.

In this new Power Profile and Training Plan system, athletes of every training level have the opportunity and power to plan ahead by ""designing workouts"" specifically aimed to allow ""maximum effectiveness"" even if it"
0,Sports,Serious / Formal,"The final match of the tournament concluded with an extraordinary display of coordination and strategic play. Having secured two first place playoff spots during the Regular Season, CLG fell one game short of earning a win for the Eastern Division Champion. Despite their early exit, Liquid managed to place second at their third consecutive tournament in as many years."
0,Sports,Serious / Formal,"Observers noted that the enthusiastic support from the spectators provided a measurable psychological boost to the squad. After the game, the coach told the press about how the students received huge applause on the field. [22]

When students have the time after practice or game to reflect on their success and failures during this phase, players have reported experiencing better cognitive function, heightened emotional stability, and reduced anxiety than if these feelings were ignored by self-reflection or self-delusion – both common pitfalls of impulsive or destructive behavior.[23] Indeed, self-directed, problem-solving processes have been shown across multiple species, even in instances of very low-technology levels like the environment of a natural habitat.

The most extreme study to date indicates that the practice of yoga can influence human intelligence, specifically among children who do not have formal musical training, are highly prone to ADHD, who often misbehave themselves and other children, are frequently bored or unmotivated while studying, which in turn leaves students frustrated, feeling that they are constantly losing in an academic battle,[24] and are more likely to be depressed as they approach adulthood.[19][10] Interestingly however, some researchers indicate in their paper: 'This research was performed in a way so as to rule out negative consequences, such as harm, for practicing one and"
1,Narrative / Fiction,Very Colloquial / Casual / Informal,"So I was walking through the woods at night, and out of nowhere, this weird glowing portal just opened up... and then the light grew bigger before a huge dark cloud appeared as this entity started to leave this plane of reality into this dimension.. But he left, never returning, except for certain aspects. I have been in contact with a few of us and they were able to confirm what all the others were sharing so I wanted you to share too on how it all came down and was explained....


The experience happened as far back as April of 1985 at one house that I attended but that I never stay at so there are many, many other places I can no longer go to. What I remember about both, and about most of the ones I remember I can not describe in anything other than an aura. They looked and sounded alike though! They left in a very, very odd, kind of blue colored, disc shape like you see the smoke when a spark is going at an electrical current. What did we see or even do is beyond me, but it was all just a lot of light from another universe in different dimensions. That whole experience started from hearing that noise all around it. At one area, near or in another of two houses (both were empty that night), I could see this orange glow as I walked by (which was where"
1,Narrative / Fiction,Very Colloquial / Casual / Informal,"Dude, you seriously won’t believe the crazy story my grandpa told me about this haunted house down the street. In the year 1900 he told everyone that he saw strange things while the family stayed at an old cabin called 'Elden's Cave' for one weekend only, when the boys were 8 years and 8 months old. The story was that one night it began to drizzle, that evening Elden went to a door in his house that he and one of his brothers both wanted access. A light was put in the handle of the door, but somehow the flashlight that Elden pulled on out of one of two cupboards in his house ended up going out of its case and out into the rain.""


L.S. has the power to get you to laugh and it never lets up – no matter what and how absurdly improbable, crazy or bizarre it is!

Read the rest of Story #2: Haunted Mansion – A family's chilling account of the first three nights of being terrorised at a new mansion where paranormal events had been a part of the story for 20 years."
